LoanID,Jurisdiction,Borrower,Sector,OriginalAmount(USDk),OutstandingAmount(USDk),EAD(USDk),Rating,PD,LGD,InterestRate(%),OriginationDate,MaturityDate,Stage,DaysPastDue,DefaultFlag
LON00190,KY,"Herrera, Weber and Solis",RealEstate,569.48,555.92,567.85,AAA,0.0001,0.45,5.23,2024-02-22,2030-11-10,1,0,0
LON00191,GU,Cortez PLC,PrivateWealth,363.67,311.67,315.43,BBB,0.005,0.35,3.76,2022-11-15,2024-03-09,1,0,0
LON00192,GU,Hill-Perez,RealEstate,790.44,659.42,684.89,BB,0.02,0.35,7.58,2022-04-13,2031-06-06,1,30,0
LON00193,GU,Larsen Inc,PrivateWealth,411.95,326.54,326.98,A,0.001,0.45,8.06,2020-01-12,2021-01-11,2,0,0
LON00194,GU,Foster Ltd,Retail,149.1,135.7,139.29,A,0.001,0.6,5.64,2020-01-15,2023-08-10,2,0,0
LON00195,BM,Clark-Henderson,Energy,593.91,559.28,560.53,BBB,0.005,0.35,4.74,2023-10-22,2031-02-18,1,0,0
LON00196,BM,Harvey Group,Energy,480.02,373.24,390.51,A,0.001,0.45,5.03,2020-06-05,2028-06-24,2,90,0
LON00197,KY,"Riggs, Brown and Cooper",PrivateWealth,856.75,767.43,804.17,BBB,0.005,0.25,4.39,2023-04-05,2024-07-30,1,0,0
LON00198,GU,Brock-Freeman,Technology,285.25,221.26,228.56,BB,0.02,0.35,8.28,2024-03-11,2032-03-05,1,0,0
LON00199,BM,Webb-Garcia,Technology,1713.1,1456.11,1466.12,A,0.001,0.25,3.55,2023-12-12,2028-05-18,2,0,0
LON00200,BM,Davis LLC,Hospitality,2390.51,1990.26,2072.24,AA,0.0005,0.45,6.83,2023-12-09,2031-01-21,2,0,0
LON00201,BM,Harris and Sons,Shipping,502.98,429.5,441.02,BBB,0.005,0.25,5.58,2020-10-19,2027-12-05,1,0,0
LON00202,BM,"Parker, Benjamin and Rhodes",InvestmentHoldCo,1274.97,1103.4,1114.34,BB,0.02,0.6,4.41,2023-07-21,2029-06-18,1,60,0
LON00203,BM,Miranda Ltd,Retail,209.15,186.37,193.7,BB,0.02,0.35,4.15,2019-10-15,2022-12-04,2,0,0
LON00204,KY,Jones LLC,Shipping,814.14,702.32,727.04,BBB,0.005,0.45,6.85,2021-10-07,2031-01-27,1,0,0
LON00205,JE,"Davis, Miller and Levy",InvestmentHoldCo,633.54,565.12,575.83,BB,0.02,0.6,7.76,2023-09-18,2033-05-19,1,60,0
LON00206,GU,Atkins and Sons,RealEstate,685.09,564.52,577.51,AA,0.0005,0.25,3.4,2024-05-23,2029-10-11,1,30,0
LON00207,KY,Smith-Barnett,Technology,366.47,351.0,352.64,BBB,0.005,0.35,5.42,2024-04-16,2027-02-20,1,0,0
LON00208,KY,Tucker LLC,PrivateWealth,1079.69,840.68,845.59,BBB,0.005,0.25,8.71,2020-03-02,2029-02-16,1,30,0
LON00209,BM,Dawson Ltd,InvestmentHoldCo,160.71,152.45,158.64,BBB,0.005,0.25,4.93,2021-09-06,2023-01-21,1,90,0
LON00210,KY,"Martin, Russell and Johnson",Technology,203.27,166.14,173.86,B,0.05,0.45,4.26,2020-04-02,2029-10-27,1,30,0
LON00211,KY,Miller LLC,Technology,578.62,505.7,525.55,B,0.05,0.45,5.57,2023-09-05,2031-09-01,2,0,0
LON00212,BM,Nunez-Garcia,InvestmentHoldCo,1011.69,962.59,974.3,A,0.001,0.35,6.84,2024-02-23,2028-10-12,1,0,0
LON00213,KY,Love-Ross,Technology,1004.4,837.63,879.48,BBB,0.005,0.45,3.81,2022-04-28,2024-01-05,2,0,0
LON00214,JE,Nelson-Hart,PrivateWealth,703.87,609.81,622.75,B,0.05,0.25,8.2,2020-07-20,2028-10-12,1,0,0
LON00215,KY,"Baxter, Randolph and Miller",Retail,552.29,500.09,524.98,BBB,0.005,0.35,6.08,2022-05-21,2030-01-07,1,90,0
LON00216,KY,Perez Group,Retail,280.5,246.5,246.67,AA,0.0005,0.25,5.99,2023-04-01,2024-09-10,1,0,0
LON00217,BM,Hodges-Estes,Shipping,243.42,200.78,208.68,BBB,0.005,0.35,7.97,2021-02-09,2026-12-04,1,0,0
LON00218,BM,"Watkins, Pace and Stewart",Shipping,978.24,893.81,914.59,AA,0.0005,0.35,5.86,2023-04-24,2028-01-02,1,60,0
LON00219,GU,"Medina, White and Jackson",Hospitality,2173.79,1960.7,2056.68,BB,0.02,0.45,5.39,2022-03-04,2027-09-27,1,0,0
LON00220,GU,"Love, Peterson and Carpenter",RealEstate,956.14,862.5,872.95,BBB,0.005,0.35,8.22,2020-11-13,2024-05-14,1,0,0
LON00221,KY,"Ayala, Wheeler and Baker",Shipping,678.35,590.91,611.49,BBB,0.005,0.25,5.64,2020-12-19,2028-02-25,1,0,0
LON00222,KY,"Meyers, Dean and Carter",RealEstate,1217.92,987.44,1009.79,B,0.05,0.35,5.3,2022-03-23,2025-07-08,2,60,0
LON00223,BM,Sims LLC,Technology,912.03,814.02,842.86,BB,0.02,0.25,8.44,2024-01-07,2030-05-30,2,0,0
LON00224,GU,Williams-Griffin,Shipping,1102.17,1046.55,1051.58,A,0.001,0.35,7.95,2023-09-12,2030-07-01,1,30,0
LON00225,JE,"Pearson, Myers and Gallagher",Hospitality,1105.5,1074.27,1098.21,A,0.001,0.45,6.9,2022-07-30,2030-05-23,1,0,0
LON00226,GU,Hutchinson-Fisher,Energy,622.47,483.19,489.08,AA,0.0005,0.25,7.11,2021-07-26,2028-02-23,1,30,0
LON00227,KY,"Copeland, Brown and Davis",Hospitality,1043.22,911.4,956.67,AA,0.0005,0.35,3.01,2021-01-18,2026-04-25,1,60,0
LON00228,BM,Allen-Hays,Energy,487.62,419.17,436.51,AA,0.0005,0.35,7.27,2019-11-10,2029-09-28,1,0,0
LON00229,BM,Fitzgerald-Dennis,Technology,337.19,284.04,294.96,B,0.05,0.45,4.61,2022-02-03,2031-03-10,1,0,0
LON00230,GU,Koch and Sons,Hospitality,567.43,537.69,561.08,BBB,0.005,0.45,4.16,2020-03-24,2029-12-17,1,0,0
LON00231,BM,"Green, Le and Pacheco",Energy,1325.22,1021.31,1062.36,BBB,0.005,0.25,7.75,2019-09-06,2024-12-13,1,0,0
LON00232,KY,"Perez, Andrade and Holmes",RealEstate,656.31,540.07,551.0,BB,0.02,0.45,3.25,2021-04-04,2023-08-18,1,0,0
LON00233,BM,Ramirez-Montes,Energy,437.75,395.78,396.91,BB,0.02,0.25,4.57,2022-06-20,2025-10-31,1,0,0
LON00234,BM,Scott and Sons,PrivateWealth,596.77,487.43,498.4,A,0.001,0.35,4.55,2021-05-01,2026-03-12,3,0,0
LON00235,KY,"Taylor, King and Collins",Shipping,447.45,365.09,382.39,BB,0.02,0.35,5.41,2020-02-07,2022-12-16,1,30,0
LON00236,BM,Powers Inc,Energy,527.11,430.78,450.44,BBB,0.005,0.6,5.92,2021-04-04,2024-02-26,1,90,0
LON00237,KY,Robinson-Turner,Shipping,1023.66,870.2,906.28,B,0.05,0.25,6.99,2023-03-18,2024-07-07,1,30,0
LON00238,KY,"Reyes, Johnson and Wilson",RealEstate,934.87,771.9,773.95,BBB,0.005,0.25,3.86,2021-05-30,2027-06-23,1,60,0
LON00239,KY,Allen-Santiago,Energy,594.7,487.24,502.14,AAA,0.0001,0.25,7.67,2023-09-07,2026-08-08,1,0,0
LON00240,KY,Jones Ltd,Energy,834.16,651.34,682.07,A,0.001,0.25,5.58,2024-04-14,2031-08-01,1,30,0
LON00241,JE,Clark-Herman,Shipping,1493.15,1218.12,1269.11,A,0.001,0.6,8.36,2024-03-05,2028-09-25,1,0,0
LON00242,KY,Cook-Miller,InvestmentHoldCo,830.59,782.93,797.24,AAA,0.0001,0.6,8.54,2019-12-28,2025-11-26,1,30,0
LON00243,BM,"Williams, Booker and Leonard",RealEstate,709.26,652.27,656.54,BBB,0.005,0.45,5.07,2021-01-18,2029-04-30,1,60,0
LON00244,GU,"Perez, Gonzalez and Wilkinson",Retail,580.01,464.24,478.3,AAA,0.0001,0.25,4.84,2022-12-13,2027-05-11,1,0,0
LON00245,KY,Scott Ltd,Hospitality,2067.59,1979.32,1985.01,BBB,0.005,0.35,8.59,2020-05-13,2021-11-12,1,60,0
LON00246,BM,Bates-Kelley,PrivateWealth,635.39,498.66,515.54,BB,0.02,0.6,7.39,2022-07-19,2026-05-30,1,0,0
LON00247,BM,"Kent, Harper and Martin",Energy,326.95,254.41,257.13,BBB,0.005,0.35,8.14,2024-06-21,2033-12-03,1,30,0
LON00248,GU,Brown-Gonzalez,PrivateWealth,662.3,526.21,535.11,AA,0.0005,0.25,4.09,2023-11-04,2025-02-06,2,90,0
LON00249,JE,Anderson-Oliver,Technology,1366.19,1357.15,1399.14,BB,0.02,0.25,8.41,2022-01-06,2024-04-19,1,90,0
LON00250,KY,"Norris, Bradshaw and Rogers",RealEstate,581.45,484.06,501.13,A,0.001,0.45,4.14,2020-09-04,2026-08-09,1,0,0
LON00251,KY,Thomas and Sons,InvestmentHoldCo,291.1,282.87,292.82,AA,0.0005,0.35,4.05,2023-04-06,2024-05-03,1,0,0
LON00252,KY,Ross Group,PrivateWealth,646.3,611.16,613.35,B,0.05,0.35,5.72,2024-06-11,2027-12-05,1,0,0
LON00253,BM,Wall-Garcia,Shipping,1088.69,868.63,905.62,BBB,0.005,0.45,7.94,2022-07-31,2031-04-30,1,0,0
LON00254,JE,Henderson and Sons,InvestmentHoldCo,865.02,830.85,846.91,A,0.001,0.35,8.15,2023-06-22,2029-01-14,1,0,0
LON00255,BM,Vang LLC,InvestmentHoldCo,314.74,254.32,261.11,A,0.001,0.25,4.43,2023-01-04,2027-01-11,1,90,0
LON00256,BM,Thomas-Smith,Hospitality,995.67,923.15,959.12,BBB,0.005,0.25,8.23,2023-11-25,2031-10-25,1,60,0
LON00257,KY,Miller-Atkins,RealEstate,798.51,741.44,772.41,BBB,0.005,0.25,8.83,2019-09-10,2025-12-22,1,0,0
LON00258,JE,"Barker, Moore and Brooks",PrivateWealth,1527.31,1225.58,1260.11,BBB,0.005,0.35,6.78,2019-07-23,2022-04-30,1,90,0
LON00259,KY,"Holmes, Larson and Torres",Shipping,640.48,575.02,599.31,B,0.05,0.25,3.75,2023-04-03,2030-12-15,1,90,0
LON00260,KY,"Farrell, Skinner and Brown",Energy,1497.52,1348.16,1358.08,BBB,0.005,0.6,6.87,2024-04-25,2032-06-21,2,90,0
LON00261,KY,Brooks and Sons,Retail,1307.53,1277.78,1340.67,A,0.001,0.6,7.51,2020-07-31,2024-11-15,1,0,0
LON00262,BM,"Bryant, Smith and Bailey",PrivateWealth,1600.44,1576.7,1609.04,BB,0.02,0.25,7.44,2023-12-07,2029-01-25,1,0,0
LON00263,BM,"Hawkins, Johnston and Wilson",Shipping,685.78,600.06,628.06,A,0.001,0.35,7.58,2021-01-22,2024-12-17,1,0,0
LON00264,GU,Key Inc,PrivateWealth,780.9,602.03,622.87,BBB,0.005,0.45,3.94,2022-06-14,2029-12-18,1,30,0
LON00265,GU,Taylor LLC,PrivateWealth,641.98,512.61,517.0,AA,0.0005,0.35,8.13,2023-03-20,2028-03-24,1,30,0
LON00266,GU,Fletcher PLC,Shipping,521.14,449.6,469.81,BBB,0.005,0.25,6.73,2023-09-06,2028-08-04,1,0,0
LON00267,KY,Burnett-Hernandez,Retail,2639.39,2579.97,2702.55,A,0.001,0.35,6.17,2019-09-26,2024-06-23,1,0,0
LON00268,BM,Mcgee Ltd,Shipping,238.13,226.33,235.27,A,0.001,0.6,8.69,2024-03-25,2029-04-13,1,90,0
LON00269,KY,Jennings-Jacobs,Retail,571.3,447.29,455.47,A,0.001,0.45,6.89,2023-12-16,2031-04-17,1,0,0
LON00270,BM,Webster-Vega,Energy,1226.32,971.53,972.7,BBB,0.005,0.6,8.7,2023-01-20,2026-08-15,1,90,0
LON00271,KY,Griffin Ltd,Shipping,515.93,474.66,480.74,BB,0.02,0.35,7.3,2021-04-06,2029-03-26,3,0,0
LON00272,GU,Brooks Ltd,Technology,1013.1,871.27,905.09,BBB,0.005,0.45,3.44,2021-10-06,2026-06-14,2,0,0
LON00273,GU,Gutierrez Group,Retail,2493.86,2131.89,2139.82,BBB,0.005,0.35,8.55,2023-09-08,2029-04-10,1,30,0
LON00274,BM,Thompson LLC,Retail,289.64,248.7,258.31,BBB,0.005,0.45,7.12,2024-02-05,2026-10-19,1,0,0
LON00275,KY,Brown-Nguyen,PrivateWealth,657.79,654.15,659.69,BB,0.02,0.45,5.58,2021-02-07,2030-03-21,2,90,0
LON00276,KY,"Roberts, Collins and Morales",Technology,1165.48,969.93,981.35,B,0.05,0.25,4.15,2021-03-16,2023-07-12,1,0,0
LON00277,KY,Larson Group,Hospitality,573.3,559.67,578.32,B,0.05,0.25,6.2,2023-03-08,2031-09-10,1,0,0
LON00278,KY,Medina Ltd,RealEstate,481.58,381.1,397.46,AA,0.0005,0.25,7.47,2019-07-28,2021-12-30,1,0,0
LON00279,BM,Green LLC,Shipping,440.68,396.57,400.46,BBB,0.005,0.6,5.3,2023-12-01,2026-01-09,1,0,0
LON00280,KY,Smith-Frazier,Shipping,1158.32,910.34,937.81,A,0.001,0.25,4.93,2022-11-27,2027-08-19,1,90,0
LON00281,GU,Ramirez Ltd,Retail,719.79,680.88,692.96,A,0.001,0.25,8.09,2022-07-01,2029-09-04,2,0,0
LON00282,KY,Santos-Andersen,Shipping,847.64,693.14,718.03,B,0.05,0.35,4.81,2022-12-21,2024-05-24,2,60,0
LON00283,KY,Powell LLC,Energy,731.88,621.84,637.57,BBB,0.005,0.35,4.96,2021-12-08,2025-12-22,1,60,0
LON00284,KY,"Harrison, Nguyen and Serrano",Hospitality,675.69,555.72,578.76,BBB,0.005,0.6,5.48,2021-10-18,2022-12-08,1,0,0
LON00285,BM,"Jones, Dawson and Leonard",Shipping,855.22,675.33,689.63,BBB,0.005,0.25,8.8,2024-06-09,2029-01-22,1,0,0
LON00286,JE,Joseph PLC,Technology,344.48,287.96,294.59,BBB,0.005,0.45,3.2,2021-09-27,2024-09-14,1,90,0
LON00287,GU,"Davis, Williams and Glenn",Retail,712.1,586.85,602.3,BBB,0.005,0.25,6.02,2023-03-15,2032-10-21,1,30,0
LON00288,KY,"Thomas, Giles and Perez",Energy,1468.38,1255.84,1266.46,BBB,0.005,0.25,6.7,2020-06-27,2026-10-11,1,0,0
LON00289,KY,Trujillo Group,PrivateWealth,234.8,199.11,204.34,A,0.001,0.35,6.92,2023-02-26,2024-10-29,1,60,0
LON00290,GU,Ware-Stevens,Shipping,269.59,213.59,214.11,BBB,0.005,0.25,6.09,2023-06-11,2029-02-11,1,0,0
LON00291,KY,"Mueller, Clayton and Payne",Technology,2394.53,1961.85,2006.28,BBB,0.005,0.35,8.4,2022-12-21,2032-12-02,1,0,0
LON00292,BM,Hartman and Sons,Hospitality,358.33,337.16,341.04,A,0.001,0.6,7.55,2024-05-16,2031-07-16,1,0,0
LON00293,BM,Miller LLC,RealEstate,400.99,339.12,354.5,BB,0.02,0.45,4.7,2023-03-12,2026-09-10,1,0,0
LON00294,JE,"Meza, Harris and Carrillo",Technology,597.86,497.45,498.37,BBB,0.005,0.45,8.12,2021-09-14,2031-05-06,1,0,0
LON00295,BM,"Russell, Martinez and Pierce",Energy,774.86,630.59,659.96,A,0.001,0.45,7.76,2023-09-05,2029-03-08,1,0,0
LON00296,GU,Potter LLC,RealEstate,467.45,423.53,443.76,A,0.001,0.6,8.42,2023-02-04,2028-07-12,1,90,0
LON00297,BM,"Peters, Marks and Valdez",RealEstate,1051.96,907.41,929.09,BB,0.02,0.25,4.29,2022-01-05,2027-12-15,1,60,0
LON00298,KY,Gregory Ltd,PrivateWealth,267.31,209.52,215.25,BB,0.02,0.35,3.59,2023-05-01,2028-08-05,2,0,0
LON00299,KY,Barry PLC,PrivateWealth,341.65,297.31,310.15,BBB,0.005,0.25,7.97,2021-06-01,2029-09-04,1,0,0
LON00300,KY,Parker-Rice,Hospitality,256.81,241.09,252.84,A,0.001,0.6,6.56,2019-08-28,2025-05-23,1,0,0
LON00301,KY,Espinoza-Herrera,Energy,456.85,370.29,388.52,A,0.001,0.25,4.13,2022-12-13,2028-10-28,1,0,0
LON00302,KY,Ritter and Sons,Shipping,518.59,412.27,428.04,B,0.05,0.35,5.43,2020-08-16,2025-01-23,1,0,0
LON00303,KY,Davis Ltd,RealEstate,2053.54,1807.57,1840.74,A,0.001,0.35,3.65,2020-08-26,2024-07-24,1,60,0
LON00304,BM,Edwards Ltd,InvestmentHoldCo,781.74,769.66,808.06,A,0.001,0.35,5.59,2023-11-24,2033-11-20,1,30,0
LON00305,JE,"Brown, Koch and Shaw",InvestmentHoldCo,1935.04,1534.44,1607.37,BB,0.02,0.45,6.32,2019-12-25,2029-12-13,1,0,0
LON00306,KY,Martinez Ltd,Technology,619.93,481.58,498.06,BBB,0.005,0.25,6.03,2024-04-11,2027-05-17,1,30,0
LON00307,KY,"Ramsey, Powers and Howard",Retail,888.78,817.47,837.7,BB,0.02,0.25,3.11,2023-06-14,2031-10-06,1,0,0
LON00308,KY,Ochoa-Williams,Hospitality,344.84,314.79,325.25,B,0.05,0.35,8.32,2019-09-03,2026-12-01,1,0,0
LON00309,KY,Montgomery and Sons,Energy,902.83,709.11,710.7,A,0.001,0.25,6.54,2022-06-10,2032-05-28,1,0,0
LON00310,BM,Hicks PLC,Hospitality,410.93,321.16,336.87,BBB,0.005,0.25,3.81,2021-01-07,2026-01-23,1,30,0
LON00311,KY,"Ortega, Stafford and Sullivan",Shipping,369.45,311.51,314.89,BB,0.02,0.25,6.11,2020-08-31,2026-08-22,1,0,0
LON00312,KY,Lee-Brown,Hospitality,502.62,446.39,462.36,BBB,0.005,0.25,4.87,2023-12-16,2033-01-04,1,0,0
LON00313,KY,"Flores, Jarvis and Hoffman",Hospitality,367.82,325.88,340.69,A,0.001,0.25,8.74,2023-11-24,2030-12-26,1,60,0
LON00314,KY,"Vasquez, Lopez and Blake",PrivateWealth,1347.03,1094.49,1101.57,BB,0.02,0.45,5.77,2021-07-20,2024-08-23,1,0,0
LON00315,KY,Montoya Inc,Hospitality,1024.53,850.99,851.78,BBB,0.005,0.25,5.17,2023-04-30,2030-07-21,1,60,0
LON00316,KY,Fuller Inc,Retail,759.6,728.94,755.27,AA,0.0005,0.35,6.95,2019-07-04,2024-07-24,1,0,0
LON00317,KY,Brooks-Marshall,PrivateWealth,664.87,552.29,577.22,BB,0.02,0.25,8.2,2024-04-08,2027-10-03,1,0,0
LON00318,BM,"Oconnell, Robinson and Arnold",Energy,566.22,469.36,482.21,B,0.05,0.25,6.48,2020-06-06,2029-04-03,1,30,0
LON00319,KY,"King, Wallace and Lopez",Energy,538.63,501.72,504.22,BB,0.02,0.35,4.49,2023-06-30,2032-07-12,1,90,0
LON00320,KY,Lewis-Hawkins,Energy,527.12,469.87,478.68,BBB,0.005,0.25,8.43,2021-12-04,2031-10-21,2,0,0
LON00321,BM,Delgado-Ochoa,Shipping,206.75,167.5,174.04,BB,0.02,0.35,8.57,2021-09-01,2028-01-08,1,30,0
LON00322,KY,"Smith, Reeves and Gallagher",Retail,503.35,392.73,399.78,BBB,0.005,0.25,7.58,2022-09-24,2025-03-07,1,0,0
LON00323,BM,"Herrera, Wright and Snyder",InvestmentHoldCo,572.96,540.86,562.62,BB,0.02,0.35,5.41,2020-06-05,2029-01-05,1,0,0
LON00324,BM,"Castro, Hampton and Hall",Technology,1695.18,1342.48,1347.38,BBB,0.005,0.35,8.45,2020-04-28,2021-04-30,1,0,0
LON00325,KY,Shelton LLC,Shipping,973.85,817.21,854.68,AAA,0.0001,0.25,6.16,2022-11-26,2030-08-08,3,0,0
LON00326,GU,Terry Group,RealEstate,1716.07,1566.35,1579.57,AAA,0.0001,0.6,5.7,2023-04-18,2024-10-23,1,60,0
LON00327,KY,Morrison LLC,Shipping,794.33,625.27,647.9,BB,0.02,0.6,7.33,2021-08-18,2029-11-20,1,0,0
LON00328,GU,Byrd-Ramirez,InvestmentHoldCo,1847.39,1647.62,1709.74,BBB,0.005,0.25,7.62,2022-06-10,2029-07-24,1,90,0
LON00329,JE,"Moreno, Brooks and Webb",Hospitality,823.85,765.69,777.99,A,0.001,0.35,8.77,2021-04-22,2022-06-07,1,90,0
LON00330,KY,Rhodes LLC,Hospitality,93.91,91.45,93.58,BBB,0.005,0.35,7.03,2020-08-18,2024-08-21,1,0,0
LON00331,BM,"Johnson, Olson and Mejia",RealEstate,840.66,805.51,812.2,AAA,0.0001,0.45,7.5,2022-05-11,2024-11-18,2,0,0
LON00332,JE,Baker Ltd,Hospitality,1278.96,991.84,1013.91,A,0.001,0.45,5.36,2022-02-28,2024-06-07,2,0,0
LON00333,KY,Livingston PLC,Energy,827.03,678.05,691.51,BB,0.02,0.45,7.56,2024-06-07,2032-10-23,1,30,0
LON00334,BM,"Page, Schwartz and King",InvestmentHoldCo,590.4,492.08,494.18,AAA,0.0001,0.35,3.59,2023-08-29,2025-12-26,1,60,0
LON00335,KY,Miller and Sons,Hospitality,606.5,499.5,502.62,BB,0.02,0.25,6.7,2021-12-31,2025-06-01,1,0,0
LON00336,BM,Ramirez Ltd,RealEstate,1941.09,1783.47,1841.71,BB,0.02,0.25,8.37,2022-08-12,2024-03-15,1,0,0
LON00337,KY,Randall Ltd,Shipping,1444.21,1284.02,1341.78,AA,0.0005,0.35,4.1,2020-02-28,2026-12-04,1,0,0
LON00338,KY,Norman and Sons,InvestmentHoldCo,485.8,379.63,384.9,BBB,0.005,0.45,6.45,2023-05-26,2028-04-18,1,0,0
LON00339,BM,Kent PLC,Energy,1735.76,1382.83,1448.4,BB,0.02,0.25,8.37,2021-04-08,2031-04-05,1,0,0
LON00340,BM,Wade Group,PrivateWealth,1157.76,1138.0,1163.97,A,0.001,0.25,3.18,2020-10-27,2024-01-15,1,0,0
LON00341,KY,"Bean, Miller and Miller",Technology,950.27,754.79,785.77,BBB,0.005,0.6,5.86,2022-01-07,2024-10-01,1,90,0
LON00342,KY,Long-Gonzales,Hospitality,810.77,761.41,782.0,A,0.001,0.45,4.69,2023-08-16,2031-09-12,1,0,0
LON00343,GU,"Day, Patterson and Freeman",PrivateWealth,365.97,309.16,323.03,A,0.001,0.35,8.53,2023-09-02,2027-06-29,1,60,0
LON00344,BM,"Alvarado, Murphy and Matthews",InvestmentHoldCo,2639.86,2368.97,2373.38,BB,0.02,0.25,5.72,2021-11-09,2030-12-21,1,0,0
LON00345,KY,Wells LLC,Shipping,396.68,336.38,345.96,A,0.001,0.35,5.86,2023-01-18,2029-08-16,1,60,0
LON00346,KY,Barton-Johnson,PrivateWealth,697.99,688.46,720.87,AAA,0.0001,0.35,6.02,2020-10-11,2025-08-26,1,0,0
LON00347,BM,"Green, Cardenas and Miles",RealEstate,234.15,208.13,209.93,A,0.001,0.45,3.85,2022-12-23,2027-03-27,1,60,0
LON00348,BM,"Stewart, Wheeler and Daniel",Hospitality,1438.86,1277.65,1313.63,A,0.001,0.6,5.44,2020-10-18,2023-01-25,1,90,0
LON00349,KY,"Thompson, Hart and Chavez",Hospitality,251.89,224.85,233.93,B,0.05,0.25,7.29,2022-05-13,2031-02-27,2,0,0
LON00350,BM,"Reyes, Russo and Walter",Technology,248.75,242.9,244.45,B,0.05,0.35,3.58,2023-06-15,2026-09-25,1,60,0
LON00351,BM,Randall-Lopez,Technology,804.25,782.76,813.59,AAA,0.0001,0.25,8.69,2021-07-12,2026-08-12,1,0,0
LON00352,KY,Carr PLC,InvestmentHoldCo,607.05,590.76,603.94,AAA,0.0001,0.45,3.63,2022-07-04,2028-04-28,3,30,0
LON00353,GU,Benitez-Bennett,RealEstate,1135.24,1044.59,1069.33,A,0.001,0.25,8.92,2023-01-20,2026-07-23,2,0,0
LON00354,KY,Stein-Miller,Hospitality,841.48,680.2,695.76,A,0.001,0.25,8.55,2022-04-18,2032-03-27,1,30,0
LON00355,KY,Thompson-Reed,Energy,113.74,90.44,93.57,B,0.05,0.35,8.5,2020-12-27,2028-09-08,1,0,0
LON00356,BM,Acevedo-Miller,Shipping,498.9,449.08,452.67,BBB,0.005,0.25,5.13,2021-02-07,2022-05-25,1,0,0
LON00357,GU,"Smith, Lee and Castillo",PrivateWealth,2977.8,2708.03,2749.68,BBB,0.005,0.45,5.21,2023-05-13,2031-05-19,1,30,0
LON00358,BM,"Larsen, Dodson and Craig",Shipping,336.6,309.93,317.11,B,0.05,0.35,6.12,2020-03-06,2024-10-17,1,30,0
LON00359,BM,Lopez Inc,Shipping,497.54,415.25,433.63,BBB,0.005,0.45,7.58,2023-06-19,2029-03-02,1,90,0
LON00360,BM,"Simon, Moore and Glenn",PrivateWealth,455.99,393.67,408.36,A,0.001,0.6,7.91,2022-03-11,2031-12-09,1,0,0
LON00361,JE,"Santos, Brooks and Kirk",PrivateWealth,185.04,180.7,181.56,AA,0.0005,0.25,5.18,2020-03-22,2023-06-10,1,30,0
LON00362,BM,"Austin, Carlson and Gross",Hospitality,593.79,577.59,583.48,A,0.001,0.25,5.23,2020-08-23,2028-05-11,1,0,0
LON00363,KY,Smith-Martinez,Retail,239.54,208.95,211.79,AA,0.0005,0.45,5.69,2021-11-13,2027-11-27,1,0,0
LON00364,BM,"Fry, Simon and Thomas",Energy,864.3,702.1,719.19,BBB,0.005,0.25,6.4,2023-06-01,2029-12-29,1,0,0
LON00365,KY,Valencia-Woods,InvestmentHoldCo,209.86,161.49,167.24,B,0.05,0.6,6.33,2023-04-02,2027-10-24,1,0,0
LON00366,GU,Phillips Inc,Technology,223.05,214.36,222.87,A,0.001,0.6,5.44,2022-01-13,2029-10-30,1,90,0
LON00367,GU,Gomez Inc,Energy,647.53,625.05,655.89,BBB,0.005,0.25,3.99,2022-03-24,2028-05-19,1,0,0
LON00368,KY,Roy-Smith,RealEstate,426.82,376.36,391.24,BBB,0.005,0.45,5.34,2021-03-02,2023-02-13,1,0,0
LON00369,JE,Moore-Dennis,Energy,222.47,172.84,180.39,BBB,0.005,0.6,3.14,2019-07-30,2023-05-08,3,0,0
LON00370,JE,"Kane, Cook and Fletcher",InvestmentHoldCo,763.32,647.56,649.23,BBB,0.005,0.35,4.11,2020-12-17,2030-06-12,1,0,0
LON00371,KY,Ritter-Mooney,Energy,293.94,285.35,294.66,B,0.05,0.45,8.41,2022-11-23,2031-08-04,1,0,0
LON00372,GU,"Shaw, Mcbride and Brown",Technology,840.33,696.85,701.27,BB,0.02,0.6,5.08,2021-11-24,2030-12-31,1,30,0
LON00373,KY,Trujillo-Mcdaniel,Energy,1102.91,909.88,933.94,AA,0.0005,0.45,6.82,2020-08-05,2023-02-01,1,0,0
LON00374,JE,Russell-Collins,Technology,842.84,778.81,817.05,AAA,0.0001,0.35,8.83,2020-07-02,2028-09-19,1,0,0
LON00375,BM,Love-Turner,Hospitality,257.41,244.02,248.84,BB,0.02,0.6,4.5,2020-01-12,2029-05-02,1,60,0
LON00376,KY,Richardson-Henry,Shipping,1485.78,1201.39,1207.5,BBB,0.005,0.25,3.6,2021-07-24,2025-07-03,1,0,0
LON00377,KY,Scott-Rodgers,Shipping,798.51,690.05,713.26,AAA,0.0001,0.25,3.48,2022-08-14,2024-04-29,1,0,0
LON00378,BM,Moreno Ltd,Technology,496.38,430.24,431.74,A,0.001,0.45,6.16,2022-02-22,2024-03-08,1,0,0
LON00379,BM,Harris and Sons,PrivateWealth,792.45,610.5,615.82,AA,0.0005,0.25,4.48,2023-05-12,2028-06-24,1,0,0
LON00380,KY,Martinez-Noble,Technology,696.61,588.8,616.88,B,0.05,0.35,7.64,2024-06-19,2026-10-30,1,30,0
LON00381,BM,Evans-Owens,RealEstate,1395.8,1239.04,1282.15,BB,0.02,0.35,4.66,2022-01-08,2027-01-31,1,30,0
